epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,9155.99,0.81465,0.42423,0.98457,0.95834,0.92986,0.96657,0.68838,0.95311,0.41774,1.05697,0.000991,0.000991,0.000991
184,9206.27,0.8095,0.42258,0.98509,0.95799,0.92993,0.96683,0.68781,0.95299,0.41748,1.05699,0.0009415,0.0009415,0.0009415
185,9256.81,0.80822,0.41881,0.98466,0.95693,0.92967,0.96683,0.68807,0.95277,0.41724,1.05695,0.000892,0.000892,0.000892
186,9308.69,0.80642,0.42225,0.98342,0.9557,0.93016,0.96574,0.68805,0.95289,0.41729,1.0571,0.0008425,0.0008425,0.0008425
187,9359.59,0.8126,0.42375,0.98278,0.95592,0.92963,0.9659,0.68758,0.95283,0.41725,1.05703,0.000793,0.000793,0.000793
188,9410.42,0.80201,0.41498,0.98189,0.95609,0.93029,0.96588,0.68777,0.95266,0.41694,1.05707,0.0007435,0.0007435,0.0007435
189,9461.95,0.79962,0.41618,0.98083,0.9566,0.92962,0.96635,0.68777,0.95281,0.41702,1.0573,0.000694,0.000694,0.000694
190,9512.5,0.79056,0.41257,0.97949,0.95658,0.9304,0.96594,0.68756,0.953,0.41676,1.05752,0.0006445,0.0006445,0.0006445
191,9563.54,0.7558,0.35304,0.95222,0.95684,0.9306,0.96621,0.6878,0.95319,0.41661,1.05768,0.000595,0.000595,0.000595
192,9612.62,0.75183,0.34611,0.95237,0.95618,0.93136,0.96682,0.68769,0.95312,0.41626,1.05768,0.0005455,0.0005455,0.0005455
193,9662.69,0.75049,0.34536,0.94744,0.95607,0.93117,0.96676,0.68726,0.95308,0.41612,1.05774,0.000496,0.000496,0.000496
194,9710.98,0.74232,0.34054,0.94763,0.95594,0.93158,0.96701,0.68723,0.95315,0.41592,1.05783,0.0004465,0.0004465,0.0004465
195,9760.07,0.73652,0.33832,0.94245,0.95384,0.93437,0.96709,0.68755,0.95325,0.41557,1.05798,0.000397,0.000397,0.000397
196,9810.38,0.73696,0.33816,0.9412,0.95206,0.93726,0.96645,0.68703,0.95323,0.41544,1.05802,0.0003475,0.0003475,0.0003475
197,9857.93,0.73524,0.34066,0.94709,0.95198,0.93716,0.96644,0.68719,0.95346,0.41531,1.05815,0.000298,0.000298,0.000298
198,9906.14,0.73431,0.33619,0.94462,0.95168,0.93789,0.96698,0.68676,0.95353,0.4152,1.05833,0.0002485,0.0002485,0.0002485
199,9955.28,0.72798,0.33467,0.94016,0.95171,0.93859,0.96671,0.687,0.95329,0.41547,1.0584,0.000199,0.000199,0.000199
200,10002.8,0.73138,0.33487,0.94294,0.95084,0.9389,0.96664,0.68758,0.95317,0.41547,1.05851,0.0001495,0.0001495,0.0001495
